country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;Morazán Department;;;SV-MO;;11/04/2020;0;0;-68;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;12/04/2020;0;0;-71;0;-43;0
SV;El Salvador;Morazán Department;;;SV-MO;;13/04/2020;0;0;-58;0;-55;0
SV;El Salvador;Morazán Department;;;SV-MO;;14/04/2020;0;0;-54;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;15/04/2020;0;0;-58;0;-53;0
SV;El Salvador;Morazán Department;;;SV-MO;;16/04/2020;0;0;-54;0;-53;0
SV;El Salvador;Morazán Department;;;SV-MO;;17/04/2020;0;0;-53;0;-46;0
SV;El Salvador;Morazán Department;;;SV-MO;;18/04/2020;0;0;-64;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;19/04/2020;0;0;-68;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;20/04/2020;0;0;-45;0;-56;0
SV;El Salvador;Morazán Department;;;SV-MO;;21/04/2020;0;0;-53;0;-55;0
SV;El Salvador;Morazán Department;;;SV-MO;;22/04/2020;0;0;-56;0;-53;0
SV;El Salvador;Morazán Department;;;SV-MO;;23/04/2020;0;0;-52;0;-57;0
SV;El Salvador;Morazán Department;;;SV-MO;;24/04/2020;0;0;-50;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;25/04/2020;0;0;-65;0;-47;0
SV;El Salvador;Morazán Department;;;SV-MO;;26/04/2020;0;0;-71;0;-48;0
SV;El Salvador;Morazán Department;;;SV-MO;;27/04/2020;0;0;-50;0;-50;0
SV;El Salvador;Morazán Department;;;SV-MO;;28/04/2020;0;0;-54;0;-52;0
SV;El Salvador;Morazán Department;;;SV-MO;;29/04/2020;0;0;-52;0;-49;0
SV;El Salvador;Morazán Department;;;SV-MO;;30/04/2020;0;0;-50;0;-49;0
SV;El Salvador;Morazán Department;;;SV-MO;;01/05/2020;0;0;-57;0;-56;0
SV;El Salvador;Morazán Department;;;SV-MO;;02/05/2020;0;0;-59;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;03/05/2020;0;0;-68;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;04/05/2020;0;0;-53;0;-49;0
SV;El Salvador;Morazán Department;;;SV-MO;;05/05/2020;0;0;-47;0;-49;0
SV;El Salvador;Morazán Department;;;SV-MO;;06/05/2020;0;0;-50;0;-50;0
SV;El Salvador;Morazán Department;;;SV-MO;;07/05/2020;0;0;-57;0;-59;0
SV;El Salvador;Morazán Department;;;SV-MO;;08/05/2020;0;0;-61;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;09/05/2020;0;0;-69;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;10/05/2020;0;0;-66;0;-37;0
SV;El Salvador;Morazán Department;;;SV-MO;;11/05/2020;0;0;-58;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;12/05/2020;0;0;-57;0;-55;0
SV;El Salvador;Morazán Department;;;SV-MO;;13/05/2020;0;0;-59;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;14/05/2020;0;0;-54;0;-53;0
SV;El Salvador;Morazán Department;;;SV-MO;;15/05/2020;0;0;-56;0;-46;0
SV;El Salvador;Morazán Department;;;SV-MO;;16/05/2020;0;0;-63;0;-39;0
SV;El Salvador;Morazán Department;;;SV-MO;;17/05/2020;0;0;-71;0;-35;0
SV;El Salvador;Morazán Department;;;SV-MO;;18/05/2020;0;0;-54;0;-52;0
SV;El Salvador;Morazán Department;;;SV-MO;;19/05/2020;0;0;-50;0;-52;0
SV;El Salvador;Morazán Department;;;SV-MO;;20/05/2020;0;0;-49;0;-55;0
SV;El Salvador;Morazán Department;;;SV-MO;;21/05/2020;0;0;-50;0;-49;0
SV;El Salvador;Morazán Department;;;SV-MO;;22/05/2020;0;0;-54;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;23/05/2020;0;0;-65;0;-33;0
SV;El Salvador;Morazán Department;;;SV-MO;;24/05/2020;0;0;-71;0;-33;0
SV;El Salvador;Morazán Department;;;SV-MO;;25/05/2020;0;0;-50;0;-50;0
SV;El Salvador;Morazán Department;;;SV-MO;;26/05/2020;0;0;-51;0;-48;0
SV;El Salvador;Morazán Department;;;SV-MO;;27/05/2020;0;0;-50;0;-50;0
SV;El Salvador;Morazán Department;;;SV-MO;;28/05/2020;0;0;-51;0;-49;0
SV;El Salvador;Morazán Department;;;SV-MO;;29/05/2020;0;0;-56;0;-44;0
SV;El Salvador;Morazán Department;;;SV-MO;;30/05/2020;0;0;-66;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;31/05/2020;0;0;-73;0;-48;0
SV;El Salvador;Morazán Department;;;SV-MO;;01/06/2020;0;0;-62;0;-55;0
SV;El Salvador;Morazán Department;;;SV-MO;;02/06/2020;0;0;-57;0;-52;0
SV;El Salvador;Morazán Department;;;SV-MO;;03/06/2020;0;0;-52;0;-46;0
SV;El Salvador;Morazán Department;;;SV-MO;;04/06/2020;0;0;-56;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;05/06/2020;0;0;-55;0;-47;0
SV;El Salvador;Morazán Department;;;SV-MO;;06/06/2020;0;0;-57;0;-39;0
SV;El Salvador;Morazán Department;;;SV-MO;;07/06/2020;0;0;-70;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;08/06/2020;0;0;-50;0;-47;0
SV;El Salvador;Morazán Department;;;SV-MO;;09/06/2020;0;0;-48;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;10/06/2020;0;0;-50;0;-44;0
SV;El Salvador;Morazán Department;;;SV-MO;;11/06/2020;0;0;-38;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;12/06/2020;0;0;-43;0;-40;0
SV;El Salvador;Morazán Department;;;SV-MO;;13/06/2020;0;0;-56;0;-34;0
SV;El Salvador;Morazán Department;;;SV-MO;;14/06/2020;0;0;-66;0;-32;0
SV;El Salvador;Morazán Department;;;SV-MO;;15/06/2020;0;0;-47;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;16/06/2020;0;0;-36;0;-39;0
SV;El Salvador;Morazán Department;;;SV-MO;;17/06/2020;0;0;-42;0;-52;0
SV;El Salvador;Morazán Department;;;SV-MO;;18/06/2020;0;0;-44;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;19/06/2020;0;0;-43;0;-35;0
SV;El Salvador;Morazán Department;;;SV-MO;;20/06/2020;0;0;-50;0;-29;0
SV;El Salvador;Morazán Department;;;SV-MO;;21/06/2020;0;0;-60;0;-31;0
SV;El Salvador;Morazán Department;;;SV-MO;;22/06/2020;0;0;-43;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;23/06/2020;0;0;-36;0;-40;0
SV;El Salvador;Morazán Department;;;SV-MO;;24/06/2020;0;0;-37;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;25/06/2020;0;0;-36;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;26/06/2020;0;0;-39;0;-33;0
SV;El Salvador;Morazán Department;;;SV-MO;;27/06/2020;0;0;-47;0;-26;0
SV;El Salvador;Morazán Department;;;SV-MO;;28/06/2020;0;0;-51;0;-31;0
SV;El Salvador;Morazán Department;;;SV-MO;;29/06/2020;0;0;-36;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;30/06/2020;0;0;-40;0;-43;0
SV;El Salvador;Morazán Department;;;SV-MO;;01/07/2020;0;0;-40;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;02/07/2020;0;0;-36;0;-43;0
SV;El Salvador;Morazán Department;;;SV-MO;;03/07/2020;0;0;-40;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;04/07/2020;0;0;-48;0;-26;0
SV;El Salvador;Morazán Department;;;SV-MO;;05/07/2020;0;0;-61;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;06/07/2020;0;0;-41;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;07/07/2020;0;0;-37;0;-44;0
SV;El Salvador;Morazán Department;;;SV-MO;;08/07/2020;0;0;-43;0;-43;0
SV;El Salvador;Morazán Department;;;SV-MO;;09/07/2020;0;0;-39;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;10/07/2020;0;0;-42;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;11/07/2020;0;0;-51;0;-23;0
SV;El Salvador;Morazán Department;;;SV-MO;;12/07/2020;0;0;-53;0;-26;0
SV;El Salvador;Morazán Department;;;SV-MO;;13/07/2020;0;0;-43;0;-40;0
SV;El Salvador;Morazán Department;;;SV-MO;;14/07/2020;0;0;-43;0;-43;0
SV;El Salvador;Morazán Department;;;SV-MO;;15/07/2020;0;0;-42;0;-47;0
SV;El Salvador;Morazán Department;;;SV-MO;;16/07/2020;0;0;-36;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;17/07/2020;0;0;-39;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;18/07/2020;0;0;-52;0;-26;0
SV;El Salvador;Morazán Department;;;SV-MO;;19/07/2020;0;0;-53;0;-32;0
SV;El Salvador;Morazán Department;;;SV-MO;;20/07/2020;0;0;-38;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;21/07/2020;0;0;-35;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;22/07/2020;0;0;-42;0;-43;0
SV;El Salvador;Morazán Department;;;SV-MO;;23/07/2020;0;0;-38;0;-44;0
SV;El Salvador;Morazán Department;;;SV-MO;;24/07/2020;0;0;-37;0;-32;0
SV;El Salvador;Morazán Department;;;SV-MO;;25/07/2020;0;0;-47;0;-24;0
SV;El Salvador;Morazán Department;;;SV-MO;;26/07/2020;0;0;-49;0;-27;0
SV;El Salvador;Morazán Department;;;SV-MO;;27/07/2020;0;0;-37;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;28/07/2020;0;0;-39;0;-46;0
SV;El Salvador;Morazán Department;;;SV-MO;;29/07/2020;0;0;-39;0;-47;0
SV;El Salvador;Morazán Department;;;SV-MO;;30/07/2020;0;0;-35;0;-44;0
SV;El Salvador;Morazán Department;;;SV-MO;;31/07/2020;0;0;-35;0;-35;0
SV;El Salvador;Morazán Department;;;SV-MO;;01/08/2020;0;0;-43;0;-27;0
SV;El Salvador;Morazán Department;;;SV-MO;;02/08/2020;0;0;-51;0;-35;0
SV;El Salvador;Morazán Department;;;SV-MO;;03/08/2020;0;0;-41;0;-45;0
SV;El Salvador;Morazán Department;;;SV-MO;;04/08/2020;0;0;-35;0;-47;0
SV;El Salvador;Morazán Department;;;SV-MO;;05/08/2020;0;0;-36;0;-51;0
SV;El Salvador;Morazán Department;;;SV-MO;;06/08/2020;0;0;-40;0;-58;0
SV;El Salvador;Morazán Department;;;SV-MO;;07/08/2020;0;0;-38;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;08/08/2020;0;0;-45;0;-25;0
SV;El Salvador;Morazán Department;;;SV-MO;;09/08/2020;0;0;-50;0;-34;0
SV;El Salvador;Morazán Department;;;SV-MO;;10/08/2020;0;0;-38;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;11/08/2020;0;0;-29;0;-39;0
SV;El Salvador;Morazán Department;;;SV-MO;;12/08/2020;0;0;-34;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;13/08/2020;0;0;-32;0;-39;0
SV;El Salvador;Morazán Department;;;SV-MO;;14/08/2020;0;0;-36;0;-28;0
SV;El Salvador;Morazán Department;;;SV-MO;;15/08/2020;0;0;-40;0;-25;0
SV;El Salvador;Morazán Department;;;SV-MO;;16/08/2020;0;0;-46;0;-28;0
SV;El Salvador;Morazán Department;;;SV-MO;;17/08/2020;0;0;0;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;18/08/2020;0;0;0;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;19/08/2020;0;0;0;0;-40;0
SV;El Salvador;Morazán Department;;;SV-MO;;20/08/2020;0;0;0;0;-42;0
SV;El Salvador;Morazán Department;;;SV-MO;;21/08/2020;0;0;0;0;-34;0
SV;El Salvador;Morazán Department;;;SV-MO;;22/08/2020;0;0;0;0;-27;0
SV;El Salvador;Morazán Department;;;SV-MO;;23/08/2020;0;0;0;0;-28;0
SV;El Salvador;Morazán Department;;;SV-MO;;24/08/2020;0;0;0;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;25/08/2020;0;0;0;0;-37;0
SV;El Salvador;Morazán Department;;;SV-MO;;26/08/2020;0;0;0;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;27/08/2020;0;0;0;0;-40;0
SV;El Salvador;Morazán Department;;;SV-MO;;28/08/2020;0;0;0;0;-33;0
SV;El Salvador;Morazán Department;;;SV-MO;;29/08/2020;0;0;0;0;-23;0
SV;El Salvador;Morazán Department;;;SV-MO;;30/08/2020;0;0;0;0;-19;0
SV;El Salvador;Morazán Department;;;SV-MO;;31/08/2020;0;0;0;0;-37;0
SV;El Salvador;Morazán Department;;;SV-MO;;01/09/2020;0;0;0;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;02/09/2020;0;0;0;0;-37;0
SV;El Salvador;Morazán Department;;;SV-MO;;03/09/2020;0;0;0;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;04/09/2020;0;0;0;0;-35;0
SV;El Salvador;Morazán Department;;;SV-MO;;05/09/2020;0;0;0;0;-24;0
SV;El Salvador;Morazán Department;;;SV-MO;;06/09/2020;0;0;0;0;-25;0
SV;El Salvador;Morazán Department;;;SV-MO;;07/09/2020;0;0;0;0;-36;0
SV;El Salvador;Morazán Department;;;SV-MO;;08/09/2020;0;0;0;0;-37;0
SV;El Salvador;Morazán Department;;;SV-MO;;09/09/2020;0;0;0;0;-38;0
SV;El Salvador;Morazán Department;;;SV-MO;;10/09/2020;0;0;0;0;-39;0
SV;El Salvador;Morazán Department;;;SV-MO;;11/09/2020;0;0;0;0;-30;0
SV;El Salvador;Morazán Department;;;SV-MO;;12/09/2020;0;0;0;0;-25;0
SV;El Salvador;Morazán Department;;;SV-MO;;13/09/2020;0;0;0;0;-31;0
SV;El Salvador;Morazán Department;;;SV-MO;;14/09/2020;0;0;0;0;-35;0
SV;El Salvador;Morazán Department;;;SV-MO;;15/09/2020;0;0;0;0;-54;0
SV;El Salvador;Morazán Department;;;SV-MO;;16/09/2020;0;0;0;0;-37;0
SV;El Salvador;Morazán Department;;;SV-MO;;17/09/2020;0;0;0;0;-41;0
SV;El Salvador;Morazán Department;;;SV-MO;;18/09/2020;0;0;0;0;-29;0
SV;El Salvador;Morazán Department;;;SV-MO;;19/09/2020;0;0;0;0;-27;0
SV;El Salvador;Morazán Department;;;SV-MO;;20/09/2020;0;0;0;0;-30;0
SV;El Salvador;Morazán Department;;;SV-MO;;21/09/2020;0;0;0;0;-55;0
SV;El Salvador;Morazán Department;;;SV-MO;;22/09/2020;0;0;0;0;-56;0
SV;El Salvador;Morazán Department;;;SV-MO;;23/09/2020;0;0;0;0;-56;0
SV;El Salvador;Morazán Department;;;SV-MO;;24/09/2020;0;0;0;0;-57;0
SV;El Salvador;Morazán Department;;;SV-MO;;25/09/2020;0;0;0;0;-50;0
SV;El Salvador;Morazán Department;;;SV-MO;;26/09/2020;0;0;0;0;-31;0
SV;El Salvador;Morazán Department;;;SV-MO;;27/09/2020;0;0;0;0;-36;0
SV;El Salvador;San Miguel Department;;;SV-SM;;15/02/2020;3;-2;3;9;5;0
SV;El Salvador;San Miguel Department;;;SV-SM;;16/02/2020;1;2;-1;-2;2;0
SV;El Salvador;San Miguel Department;;;SV-SM;;17/02/2020;-1;2;-3;4;6;0
SV;El Salvador;San Miguel Department;;;SV-SM;;18/02/2020;-2;-3;1;3;5;0
SV;El Salvador;San Miguel Department;;;SV-SM;;19/02/2020;1;-3;0;8;5;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;20/02/2020;1;-1;-10;7;3;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;21/02/2020;1;2;-2;9;12;0
SV;El Salvador;San Miguel Department;;;SV-SM;;22/02/2020;0;2;4;9;5;0
SV;El Salvador;San Miguel Department;;;SV-SM;;23/02/2020;-3;-1;-1;2;3;1
SV;El Salvador;San Miguel Department;;;SV-SM;;24/02/2020;-3;-1;6;7;6;0
SV;El Salvador;San Miguel Department;;;SV-SM;;25/02/2020;-3;-2;7;1;4;0
SV;El Salvador;San Miguel Department;;;SV-SM;;26/02/2020;-1;-5;5;13;4;0
SV;El Salvador;San Miguel Department;;;SV-SM;;27/02/2020;1;4;-1;13;5;0
SV;El Salvador;San Miguel Department;;;SV-SM;;28/02/2020;3;2;-1;12;13;0
SV;El Salvador;San Miguel Department;;;SV-SM;;29/02/2020;2;7;1;16;6;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;01/03/2020;-1;3;-1;9;3;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;02/03/2020;2;6;-1;14;9;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;03/03/2020;-3;3;-4;14;6;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;04/03/2020;0;2;0;18;6;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;05/03/2020;0;0;-5;11;5;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;06/03/2020;-1;-1;-5;17;14;0
SV;El Salvador;San Miguel Department;;;SV-SM;;07/03/2020;-4;-3;-8;10;5;1
SV;El Salvador;San Miguel Department;;;SV-SM;;08/03/2020;-3;-3;-8;-7;3;1
SV;El Salvador;San Miguel Department;;;SV-SM;;09/03/2020;-3;1;-5;13;6;0
SV;El Salvador;San Miguel Department;;;SV-SM;;10/03/2020;-2;-1;-6;10;5;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;11/03/2020;1;11;-8;13;5;-1
SV;El Salvador;San Miguel Department;;;SV-SM;;12/03/2020;-4;9;-10;-6;-7;3
SV;El Salvador;San Miguel Department;;;SV-SM;;13/03/2020;-9;6;-12;-5;-1;5
SV;El Salvador;San Miguel Department;;;SV-SM;;14/03/2020;-11;4;-15;-3;1;5
SV;El Salvador;San Miguel Department;;;SV-SM;;15/03/2020;-24;-4;-18;-23;-4;7
SV;El Salvador;San Miguel Department;;;SV-SM;;16/03/2020;-17;5;-16;-14;-10;6
SV;El Salvador;San Miguel Department;;;SV-SM;;17/03/2020;-25;-2;-21;-20;-16;8
SV;El Salvador;San Miguel Department;;;SV-SM;;18/03/2020;-33;-7;-24;-22;-19;9
SV;El Salvador;San Miguel Department;;;SV-SM;;19/03/2020;-39;4;-32;-34;-29;13
SV;El Salvador;San Miguel Department;;;SV-SM;;20/03/2020;-50;-24;-38;-50;-33;19
SV;El Salvador;San Miguel Department;;;SV-SM;;21/03/2020;-58;-28;-48;-51;-33;18
SV;El Salvador;San Miguel Department;;;SV-SM;;22/03/2020;-83;-63;-68;-78;-51;0
SV;El Salvador;San Miguel Department;;;SV-SM;;23/03/2020;-75;-51;-62;-76;-61;29
SV;El Salvador;San Miguel Department;;;SV-SM;;24/03/2020;-79;-57;-60;-76;-65;29
SV;El Salvador;San Miguel Department;;;SV-SM;;25/03/2020;-77;-55;-60;-75;-64;29
SV;El Salvador;San Miguel Department;;;SV-SM;;26/03/2020;-77;-54;-62;-75;-65;29
SV;El Salvador;San Miguel Department;;;SV-SM;;27/03/2020;-75;-49;-60;-76;-60;30
SV;El Salvador;San Miguel Department;;;SV-SM;;28/03/2020;-76;-56;-62;-73;-56;26
SV;El Salvador;San Miguel Department;;;SV-SM;;29/03/2020;-81;-64;-63;-75;-46;0
SV;El Salvador;San Miguel Department;;;SV-SM;;30/03/2020;-66;-42;-50;-69;-59;27
SV;El Salvador;San Miguel Department;;;SV-SM;;31/03/2020;-67;-43;-51;-69;-60;26
SV;El Salvador;San Miguel Department;;;SV-SM;;01/04/2020;-68;-44;-54;-66;-61;27
SV;El Salvador;San Miguel Department;;;SV-SM;;02/04/2020;-70;-47;-56;-68;-60;27
SV;El Salvador;San Miguel Department;;;SV-SM;;03/04/2020;-71;-46;-56;-68;-56;29
SV;El Salvador;San Miguel Department;;;SV-SM;;04/04/2020;-72;-50;-58;-69;-53;26
SV;El Salvador;San Miguel Department;;;SV-SM;;05/04/2020;-78;-61;-64;-75;-44;0
SV;El Salvador;San Miguel Department;;;SV-SM;;06/04/2020;-65;-41;-53;-70;-61;28
SV;El Salvador;San Miguel Department;;;SV-SM;;07/04/2020;-74;-53;-59;-75;-65;28
SV;El Salvador;San Miguel Department;;;SV-SM;;08/04/2020;-74;-53;-60;-73;-66;29
SV;El Salvador;San Miguel Department;;;SV-SM;;09/04/2020;-79;-60;-65;-77;-74;32
SV;El Salvador;San Miguel Department;;;SV-SM;;10/04/2020;-85;-73;-71;-87;-78;0
SV;El Salvador;San Miguel Department;;;SV-SM;;11/04/2020;-82;-68;-71;-82;-70;0
SV;El Salvador;San Miguel Department;;;SV-SM;;12/04/2020;-81;-64;-69;-81;-52;0
SV;El Salvador;San Miguel Department;;;SV-SM;;13/04/2020;-70;-47;-59;-72;-62;30
SV;El Salvador;San Miguel Department;;;SV-SM;;14/04/2020;-71;-48;-58;-70;-61;28
SV;El Salvador;San Miguel Department;;;SV-SM;;15/04/2020;-69;-45;-58;-70;-59;27
SV;El Salvador;San Miguel Department;;;SV-SM;;16/04/2020;-67;-44;-55;-68;-61;28
SV;El Salvador;San Miguel Department;;;SV-SM;;17/04/2020;-69;-46;-59;-68;-55;31
SV;El Salvador;San Miguel Department;;;SV-SM;;18/04/2020;-73;-53;-63;-73;-53;27
SV;El Salvador;San Miguel Department;;;SV-SM;;19/04/2020;-81;-65;-69;-76;-49;0
SV;El Salvador;San Miguel Department;;;SV-SM;;20/04/2020;-64;-43;-53;-70;-56;27
SV;El Salvador;San Miguel Department;;;SV-SM;;21/04/2020;-68;-47;-57;-70;-59;27
SV;El Salvador;San Miguel Department;;;SV-SM;;22/04/2020;-68;-48;-58;-69;-58;27
SV;El Salvador;San Miguel Department;;;SV-SM;;23/04/2020;-66;-48;-59;-70;-59;27
SV;El Salvador;San Miguel Department;;;SV-SM;;24/04/2020;-65;-45;-56;-65;-54;29
SV;El Salvador;San Miguel Department;;;SV-SM;;25/04/2020;-70;-54;-63;-70;-53;26
SV;El Salvador;San Miguel Department;;;SV-SM;;26/04/2020;-79;-63;-68;-77;-46;0
SV;El Salvador;San Miguel Department;;;SV-SM;;27/04/2020;-61;-43;-52;-66;-54;27
SV;El Salvador;San Miguel Department;;;SV-SM;;28/04/2020;-62;-44;-55;-64;-56;22
SV;El Salvador;San Miguel Department;;;SV-SM;;29/04/2020;-63;-44;-55;-61;-55;25
SV;El Salvador;San Miguel Department;;;SV-SM;;30/04/2020;-60;-40;-54;-64;-55;24
SV;El Salvador;San Miguel Department;;;SV-SM;;01/05/2020;-73;-53;-60;-72;-66;31
SV;El Salvador;San Miguel Department;;;SV-SM;;02/05/2020;-67;-49;-61;-64;-48;25
SV;El Salvador;San Miguel Department;;;SV-SM;;03/05/2020;-74;-58;-65;-72;-43;0
SV;El Salvador;San Miguel Department;;;SV-SM;;04/05/2020;-56;-34;-52;-59;-51;25
SV;El Salvador;San Miguel Department;;;SV-SM;;05/05/2020;-58;-35;-52;-65;-54;24
SV;El Salvador;San Miguel Department;;;SV-SM;;06/05/2020;-58;-32;-52;-64;-54;24
SV;El Salvador;San Miguel Department;;;SV-SM;;07/05/2020;-81;-67;-68;-85;-65;30
SV;El Salvador;San Miguel Department;;;SV-SM;;08/05/2020;-82;-68;-68;-81;-60;33
SV;El Salvador;San Miguel Department;;;SV-SM;;09/05/2020;-82;-66;-70;-82;-57;29
SV;El Salvador;San Miguel Department;;;SV-SM;;10/05/2020;-76;-57;-65;-79;-41;0
SV;El Salvador;San Miguel Department;;;SV-SM;;11/05/2020;-74;-54;-61;-80;-60;28
SV;El Salvador;San Miguel Department;;;SV-SM;;12/05/2020;-77;-60;-64;-77;-62;27
SV;El Salvador;San Miguel Department;;;SV-SM;;13/05/2020;-76;-59;-62;-77;-62;28
SV;El Salvador;San Miguel Department;;;SV-SM;;14/05/2020;-71;-45;-61;-74;-60;25
SV;El Salvador;San Miguel Department;;;SV-SM;;15/05/2020;-74;-51;-60;-77;-54;28
SV;El Salvador;San Miguel Department;;;SV-SM;;16/05/2020;-78;-60;-65;-78;-53;27
SV;El Salvador;San Miguel Department;;;SV-SM;;17/05/2020;-80;-62;-66;-79;-42;0
SV;El Salvador;San Miguel Department;;;SV-SM;;18/05/2020;-71;-48;-58;-74;-56;27
SV;El Salvador;San Miguel Department;;;SV-SM;;19/05/2020;-71;-48;-57;-76;-57;25
SV;El Salvador;San Miguel Department;;;SV-SM;;20/05/2020;-72;-53;-56;-76;-57;26
SV;El Salvador;San Miguel Department;;;SV-SM;;21/05/2020;-70;-50;-57;-71;-58;27
SV;El Salvador;San Miguel Department;;;SV-SM;;22/05/2020;-71;-44;-59;-74;-50;28
SV;El Salvador;San Miguel Department;;;SV-SM;;23/05/2020;-73;-51;-61;-74;-46;25
SV;El Salvador;San Miguel Department;;;SV-SM;;24/05/2020;-79;-61;-66;-77;-39;0
SV;El Salvador;San Miguel Department;;;SV-SM;;25/05/2020;-70;-51;-58;-74;-53;27
SV;El Salvador;San Miguel Department;;;SV-SM;;26/05/2020;-68;-43;-57;-72;-54;24
SV;El Salvador;San Miguel Department;;;SV-SM;;27/05/2020;-68;-43;-56;-70;-54;24
SV;El Salvador;San Miguel Department;;;SV-SM;;28/05/2020;-69;-46;-56;-74;-54;24
SV;El Salvador;San Miguel Department;;;SV-SM;;29/05/2020;-71;-49;-59;-74;-48;27
SV;El Salvador;San Miguel Department;;;SV-SM;;30/05/2020;-75;-53;-67;-76;-49;25
SV;El Salvador;San Miguel Department;;;SV-SM;;31/05/2020;-82;-63;-71;-80;-45;0
SV;El Salvador;San Miguel Department;;;SV-SM;;01/06/2020;-72;-55;-65;-80;-58;28
SV;El Salvador;San Miguel Department;;;SV-SM;;02/06/2020;-68;-48;-60;-75;-57;25
SV;El Salvador;San Miguel Department;;;SV-SM;;03/06/2020;-61;-37;-55;-65;-52;23
SV;El Salvador;San Miguel Department;;;SV-SM;;04/06/2020;-69;-47;-61;-74;-56;26
SV;El Salvador;San Miguel Department;;;SV-SM;;05/06/2020;-71;-51;-62;-75;-51;28
SV;El Salvador;San Miguel Department;;;SV-SM;;06/06/2020;-70;-51;-58;-71;-44;24
SV;El Salvador;San Miguel Department;;;SV-SM;;07/06/2020;-69;-47;-60;-71;-28;0
SV;El Salvador;San Miguel Department;;;SV-SM;;08/06/2020;-61;-38;-52;-67;-47;23
SV;El Salvador;San Miguel Department;;;SV-SM;;09/06/2020;-64;-46;-53;-69;-49;22
SV;El Salvador;San Miguel Department;;;SV-SM;;10/06/2020;-61;-41;-53;-66;-49;22
SV;El Salvador;San Miguel Department;;;SV-SM;;11/06/2020;-58;-32;-52;-64;-48;22
SV;El Salvador;San Miguel Department;;;SV-SM;;12/06/2020;-60;-37;-53;-66;-41;22
SV;El Salvador;San Miguel Department;;;SV-SM;;13/06/2020;-64;-48;-54;-68;-36;21
SV;El Salvador;San Miguel Department;;;SV-SM;;14/06/2020;-69;-52;-57;-71;-25;0
SV;El Salvador;San Miguel Department;;;SV-SM;;15/06/2020;-54;-30;-48;-64;-43;20
SV;El Salvador;San Miguel Department;;;SV-SM;;16/06/2020;-46;-23;-41;-64;-41;17
