country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;San Miguel Department;;;SV-SM;;17/06/2020;-49;-30;-46;-61;-55;20
SV;El Salvador;San Miguel Department;;;SV-SM;;18/06/2020;-51;-33;-49;-62;-44;19
SV;El Salvador;San Miguel Department;;;SV-SM;;19/06/2020;-51;-30;-46;-62;-37;19
SV;El Salvador;San Miguel Department;;;SV-SM;;20/06/2020;-56;-34;-48;-63;-30;18
SV;El Salvador;San Miguel Department;;;SV-SM;;21/06/2020;-62;-43;-53;-72;-26;0
SV;El Salvador;San Miguel Department;;;SV-SM;;22/06/2020;-46;-29;-43;-62;-43;19
SV;El Salvador;San Miguel Department;;;SV-SM;;23/06/2020;-48;-30;-44;-60;-44;18
SV;El Salvador;San Miguel Department;;;SV-SM;;24/06/2020;-49;-28;-44;-63;-44;18
SV;El Salvador;San Miguel Department;;;SV-SM;;25/06/2020;-47;-24;-44;-63;-43;18
SV;El Salvador;San Miguel Department;;;SV-SM;;26/06/2020;-50;-28;-43;-63;-38;20
SV;El Salvador;San Miguel Department;;;SV-SM;;27/06/2020;-54;-35;-47;-60;-32;19
SV;El Salvador;San Miguel Department;;;SV-SM;;28/06/2020;-62;-41;-53;-66;-25;0
SV;El Salvador;San Miguel Department;;;SV-SM;;29/06/2020;-48;-29;-42;-65;-41;18
SV;El Salvador;San Miguel Department;;;SV-SM;;30/06/2020;-47;-23;-41;-61;-44;17
SV;El Salvador;San Miguel Department;;;SV-SM;;01/07/2020;-48;-27;-44;-61;-44;18
SV;El Salvador;San Miguel Department;;;SV-SM;;02/07/2020;-50;-28;-48;-62;-44;20
SV;El Salvador;San Miguel Department;;;SV-SM;;03/07/2020;-50;-28;-49;-63;-39;21
SV;El Salvador;San Miguel Department;;;SV-SM;;04/07/2020;-52;-31;-49;-61;-32;18
SV;El Salvador;San Miguel Department;;;SV-SM;;05/07/2020;-65;-47;-59;-67;-30;0
SV;El Salvador;San Miguel Department;;;SV-SM;;06/07/2020;-52;-34;-47;-66;-45;20
SV;El Salvador;San Miguel Department;;;SV-SM;;07/07/2020;-52;-35;-49;-64;-46;19
SV;El Salvador;San Miguel Department;;;SV-SM;;08/07/2020;-52;-35;-49;-60;-46;19
SV;El Salvador;San Miguel Department;;;SV-SM;;09/07/2020;-54;-37;-52;-65;-48;20
SV;El Salvador;San Miguel Department;;;SV-SM;;10/07/2020;-54;-38;-51;-66;-41;22
SV;El Salvador;San Miguel Department;;;SV-SM;;11/07/2020;-55;-36;-51;-62;-33;19
SV;El Salvador;San Miguel Department;;;SV-SM;;12/07/2020;-63;-45;-54;-69;-29;0
SV;El Salvador;San Miguel Department;;;SV-SM;;13/07/2020;-50;-30;-48;-65;-45;20
SV;El Salvador;San Miguel Department;;;SV-SM;;14/07/2020;-49;-30;-46;-63;-46;19
SV;El Salvador;San Miguel Department;;;SV-SM;;15/07/2020;-51;-31;-48;-65;-45;19
SV;El Salvador;San Miguel Department;;;SV-SM;;16/07/2020;-49;-27;-44;-65;-45;19
SV;El Salvador;San Miguel Department;;;SV-SM;;17/07/2020;-49;-33;-46;-67;-40;21
SV;El Salvador;San Miguel Department;;;SV-SM;;18/07/2020;-53;-33;-45;-63;-30;17
SV;El Salvador;San Miguel Department;;;SV-SM;;19/07/2020;-60;-39;-53;-72;-29;0
SV;El Salvador;San Miguel Department;;;SV-SM;;20/07/2020;-48;-32;-44;-68;-43;18
SV;El Salvador;San Miguel Department;;;SV-SM;;21/07/2020;-51;-31;-44;-67;-44;18
SV;El Salvador;San Miguel Department;;;SV-SM;;22/07/2020;-50;-34;-46;-66;-43;18
SV;El Salvador;San Miguel Department;;;SV-SM;;23/07/2020;-50;-30;-42;-67;-43;18
SV;El Salvador;San Miguel Department;;;SV-SM;;24/07/2020;-48;-28;-40;-64;-36;19
SV;El Salvador;San Miguel Department;;;SV-SM;;25/07/2020;-51;-32;-43;-64;-31;16
SV;El Salvador;San Miguel Department;;;SV-SM;;26/07/2020;-59;-41;-49;-70;-27;0
SV;El Salvador;San Miguel Department;;;SV-SM;;27/07/2020;-47;-32;-41;-65;-42;18
SV;El Salvador;San Miguel Department;;;SV-SM;;28/07/2020;-50;-31;-44;-68;-43;18
SV;El Salvador;San Miguel Department;;;SV-SM;;29/07/2020;-45;-27;-43;-63;-43;16
SV;El Salvador;San Miguel Department;;;SV-SM;;30/07/2020;-46;-27;-44;-65;-44;17
SV;El Salvador;San Miguel Department;;;SV-SM;;31/07/2020;-45;-25;-43;-66;-36;18
SV;El Salvador;San Miguel Department;;;SV-SM;;01/08/2020;-47;-27;-43;-60;-28;16
SV;El Salvador;San Miguel Department;;;SV-SM;;02/08/2020;-56;-39;-49;-65;-27;0
SV;El Salvador;San Miguel Department;;;SV-SM;;03/08/2020;-44;-28;-42;-64;-43;17
SV;El Salvador;San Miguel Department;;;SV-SM;;04/08/2020;-43;-25;-40;-64;-44;15
SV;El Salvador;San Miguel Department;;;SV-SM;;05/08/2020;-47;-30;-46;-63;-48;17
SV;El Salvador;San Miguel Department;;;SV-SM;;06/08/2020;-57;-41;-51;-70;-61;21
SV;El Salvador;San Miguel Department;;;SV-SM;;07/08/2020;-48;-30;-47;-66;-41;18
SV;El Salvador;San Miguel Department;;;SV-SM;;08/08/2020;-51;-33;-46;-62;-30;15
SV;El Salvador;San Miguel Department;;;SV-SM;;09/08/2020;-58;-43;-53;-69;-26;0
SV;El Salvador;San Miguel Department;;;SV-SM;;10/08/2020;-44;-30;-45;-66;-40;16
SV;El Salvador;San Miguel Department;;;SV-SM;;11/08/2020;-44;-30;-39;-60;-42;15
SV;El Salvador;San Miguel Department;;;SV-SM;;12/08/2020;-45;-31;-40;-59;-40;15
SV;El Salvador;San Miguel Department;;;SV-SM;;13/08/2020;-45;-28;-44;-61;-41;16
SV;El Salvador;San Miguel Department;;;SV-SM;;14/08/2020;-45;-29;-42;-63;-34;17
SV;El Salvador;San Miguel Department;;;SV-SM;;15/08/2020;-45;-27;-40;-56;-24;14
SV;El Salvador;San Miguel Department;;;SV-SM;;16/08/2020;-52;-35;-46;-64;-25;0
SV;El Salvador;San Miguel Department;;;SV-SM;;17/08/2020;0;0;0;0;-40;16
SV;El Salvador;San Miguel Department;;;SV-SM;;18/08/2020;0;0;0;0;-40;15
SV;El Salvador;San Miguel Department;;;SV-SM;;19/08/2020;0;0;0;0;-40;15
SV;El Salvador;San Miguel Department;;;SV-SM;;20/08/2020;0;0;0;0;-40;15
SV;El Salvador;San Miguel Department;;;SV-SM;;21/08/2020;0;0;0;0;-34;17
SV;El Salvador;San Miguel Department;;;SV-SM;;22/08/2020;0;0;0;0;-27;16
SV;El Salvador;San Miguel Department;;;SV-SM;;23/08/2020;0;0;0;0;-27;0
SV;El Salvador;San Miguel Department;;;SV-SM;;24/08/2020;0;0;0;0;-36;14
SV;El Salvador;San Miguel Department;;;SV-SM;;25/08/2020;0;0;0;0;-39;13
SV;El Salvador;San Miguel Department;;;SV-SM;;26/08/2020;0;0;0;0;-38;13
SV;El Salvador;San Miguel Department;;;SV-SM;;27/08/2020;0;0;0;0;-38;14
SV;El Salvador;San Miguel Department;;;SV-SM;;28/08/2020;0;0;0;0;-32;15
SV;El Salvador;San Miguel Department;;;SV-SM;;29/08/2020;0;0;0;0;-25;12
SV;El Salvador;San Miguel Department;;;SV-SM;;30/08/2020;0;0;0;0;-21;0
SV;El Salvador;San Miguel Department;;;SV-SM;;31/08/2020;0;0;0;0;-35;12
SV;El Salvador;San Miguel Department;;;SV-SM;;01/09/2020;0;0;0;0;-37;12
SV;El Salvador;San Miguel Department;;;SV-SM;;02/09/2020;0;0;0;0;-38;13
SV;El Salvador;San Miguel Department;;;SV-SM;;03/09/2020;0;0;0;0;-38;13
SV;El Salvador;San Miguel Department;;;SV-SM;;04/09/2020;0;0;0;0;-32;14
SV;El Salvador;San Miguel Department;;;SV-SM;;05/09/2020;0;0;0;0;-25;12
SV;El Salvador;San Miguel Department;;;SV-SM;;06/09/2020;0;0;0;0;-25;0
SV;El Salvador;San Miguel Department;;;SV-SM;;07/09/2020;0;0;0;0;-37;13
SV;El Salvador;San Miguel Department;;;SV-SM;;08/09/2020;0;0;0;0;-38;11
SV;El Salvador;San Miguel Department;;;SV-SM;;09/09/2020;0;0;0;0;-37;11
SV;El Salvador;San Miguel Department;;;SV-SM;;10/09/2020;0;0;0;0;-37;11
SV;El Salvador;San Miguel Department;;;SV-SM;;11/09/2020;0;0;0;0;-31;12
SV;El Salvador;San Miguel Department;;;SV-SM;;12/09/2020;0;0;0;0;-25;10
SV;El Salvador;San Miguel Department;;;SV-SM;;13/09/2020;0;0;0;0;-26;0
SV;El Salvador;San Miguel Department;;;SV-SM;;14/09/2020;0;0;0;0;-34;10
SV;El Salvador;San Miguel Department;;;SV-SM;;15/09/2020;0;0;0;0;-58;17
SV;El Salvador;San Miguel Department;;;SV-SM;;16/09/2020;0;0;0;0;-34;10
SV;El Salvador;San Miguel Department;;;SV-SM;;17/09/2020;0;0;0;0;-36;12
SV;El Salvador;San Miguel Department;;;SV-SM;;18/09/2020;0;0;0;0;-29;13
SV;El Salvador;San Miguel Department;;;SV-SM;;19/09/2020;0;0;0;0;-23;9
SV;El Salvador;San Miguel Department;;;SV-SM;;20/09/2020;0;0;0;0;-23;0
SV;El Salvador;San Miguel Department;;;SV-SM;;21/09/2020;0;0;0;0;-35;11
SV;El Salvador;San Miguel Department;;;SV-SM;;22/09/2020;0;0;0;0;-36;11
SV;El Salvador;San Miguel Department;;;SV-SM;;23/09/2020;0;0;0;0;-37;11
SV;El Salvador;San Miguel Department;;;SV-SM;;24/09/2020;0;0;0;0;-37;12
SV;El Salvador;San Miguel Department;;;SV-SM;;25/09/2020;0;0;0;0;-31;12
SV;El Salvador;San Miguel Department;;;SV-SM;;26/09/2020;0;0;0;0;-21;8
SV;El Salvador;San Miguel Department;;;SV-SM;;27/09/2020;0;0;0;0;-25;8
SV;El Salvador;San Salvador Department;;;SV-SS;;15/02/2020;5;8;2;-1;3;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;16/02/2020;6;8;0;2;0;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;17/02/2020;1;6;-1;-1;4;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;18/02/2020;1;2;7;5;4;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;19/02/2020;3;0;4;2;3;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;20/02/2020;2;1;-4;1;3;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;21/02/2020;0;2;-6;3;7;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;22/02/2020;0;0;-2;-4;3;0
SV;El Salvador;San Salvador Department;;;SV-SS;;23/02/2020;0;-1;-4;-2;1;0
SV;El Salvador;San Salvador Department;;;SV-SS;;24/02/2020;-1;1;-4;0;5;0
SV;El Salvador;San Salvador Department;;;SV-SS;;25/02/2020;1;-2;-6;-2;4;0
SV;El Salvador;San Salvador Department;;;SV-SS;;26/02/2020;-1;-2;5;-6;4;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;27/02/2020;1;1;-2;-6;3;0
SV;El Salvador;San Salvador Department;;;SV-SS;;28/02/2020;4;7;-3;-2;7;-2
SV;El Salvador;San Salvador Department;;;SV-SS;;29/02/2020;7;9;1;-4;6;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;01/03/2020;8;9;-2;0;3;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;02/03/2020;4;9;3;-1;6;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;03/03/2020;4;6;-3;-5;5;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;04/03/2020;3;3;0;-6;5;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;05/03/2020;3;2;-6;-8;5;0
SV;El Salvador;San Salvador Department;;;SV-SS;;06/03/2020;1;2;1;-2;8;-2
SV;El Salvador;San Salvador Department;;;SV-SS;;07/03/2020;0;1;2;-8;5;0
SV;El Salvador;San Salvador Department;;;SV-SS;;08/03/2020;1;-1;-4;-6;2;1
SV;El Salvador;San Salvador Department;;;SV-SS;;09/03/2020;-1;2;-2;-5;6;0
SV;El Salvador;San Salvador Department;;;SV-SS;;10/03/2020;0;0;-5;-6;5;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;11/03/2020;0;14;4;-6;4;-1
SV;El Salvador;San Salvador Department;;;SV-SS;;12/03/2020;-7;8;-14;-16;-5;5
SV;El Salvador;San Salvador Department;;;SV-SS;;13/03/2020;-7;13;-14;-14;-2;4
SV;El Salvador;San Salvador Department;;;SV-SS;;14/03/2020;-10;11;-15;-14;0;5
SV;El Salvador;San Salvador Department;;;SV-SS;;15/03/2020;-20;5;-29;-17;-3;6
SV;El Salvador;San Salvador Department;;;SV-SS;;16/03/2020;-16;10;-23;-20;-9;8
SV;El Salvador;San Salvador Department;;;SV-SS;;17/03/2020;-24;6;-27;-24;-16;11
SV;El Salvador;San Salvador Department;;;SV-SS;;18/03/2020;-32;-3;-29;-29;-20;13
SV;El Salvador;San Salvador Department;;;SV-SS;;19/03/2020;-38;3;-41;-36;-32;18
SV;El Salvador;San Salvador Department;;;SV-SS;;20/03/2020;-51;-17;-51;-44;-39;23
SV;El Salvador;San Salvador Department;;;SV-SS;;21/03/2020;-58;-23;-52;-48;-39;21
SV;El Salvador;San Salvador Department;;;SV-SS;;22/03/2020;-83;-61;-79;-69;-59;24
SV;El Salvador;San Salvador Department;;;SV-SS;;23/03/2020;-77;-52;-76;-68;-68;37
SV;El Salvador;San Salvador Department;;;SV-SS;;24/03/2020;-80;-57;-78;-69;-71;38
SV;El Salvador;San Salvador Department;;;SV-SS;;25/03/2020;-78;-55;-76;-70;-70;37
SV;El Salvador;San Salvador Department;;;SV-SS;;26/03/2020;-78;-52;-77;-70;-70;38
SV;El Salvador;San Salvador Department;;;SV-SS;;27/03/2020;-77;-49;-77;-68;-68;38
SV;El Salvador;San Salvador Department;;;SV-SS;;28/03/2020;-81;-58;-78;-70;-65;31
SV;El Salvador;San Salvador Department;;;SV-SS;;29/03/2020;-81;-64;-79;-70;-56;24
SV;El Salvador;San Salvador Department;;;SV-SS;;30/03/2020;-71;-48;-70;-63;-68;35
SV;El Salvador;San Salvador Department;;;SV-SS;;31/03/2020;-71;-45;-72;-65;-67;35
SV;El Salvador;San Salvador Department;;;SV-SS;;01/04/2020;-73;-47;-70;-64;-68;35
SV;El Salvador;San Salvador Department;;;SV-SS;;02/04/2020;-74;-48;-74;-66;-69;37
SV;El Salvador;San Salvador Department;;;SV-SS;;03/04/2020;-75;-49;-75;-66;-67;38
SV;El Salvador;San Salvador Department;;;SV-SS;;04/04/2020;-78;-55;-75;-67;-63;31
SV;El Salvador;San Salvador Department;;;SV-SS;;05/04/2020;-79;-60;-76;-66;-54;24
SV;El Salvador;San Salvador Department;;;SV-SS;;06/04/2020;-73;-49;-73;-68;-70;37
SV;El Salvador;San Salvador Department;;;SV-SS;;07/04/2020;-79;-57;-77;-71;-74;38
SV;El Salvador;San Salvador Department;;;SV-SS;;08/04/2020;-77;-54;-77;-71;-76;38
SV;El Salvador;San Salvador Department;;;SV-SS;;09/04/2020;-82;-57;-82;-73;-83;42
SV;El Salvador;San Salvador Department;;;SV-SS;;10/04/2020;-87;-72;-86;-82;-87;46
SV;El Salvador;San Salvador Department;;;SV-SS;;11/04/2020;-85;-68;-83;-79;-77;35
SV;El Salvador;San Salvador Department;;;SV-SS;;12/04/2020;-83;-66;-81;-73;-58;25
SV;El Salvador;San Salvador Department;;;SV-SS;;13/04/2020;-77;-54;-78;-69;-70;38
SV;El Salvador;San Salvador Department;;;SV-SS;;14/04/2020;-76;-53;-76;-70;-69;37
SV;El Salvador;San Salvador Department;;;SV-SS;;15/04/2020;-73;-48;-73;-67;-67;36
SV;El Salvador;San Salvador Department;;;SV-SS;;16/04/2020;-72;-46;-74;-67;-68;37
SV;El Salvador;San Salvador Department;;;SV-SS;;17/04/2020;-74;-49;-75;-67;-66;38
SV;El Salvador;San Salvador Department;;;SV-SS;;18/04/2020;-78;-55;-77;-69;-62;32
SV;El Salvador;San Salvador Department;;;SV-SS;;19/04/2020;-82;-64;-80;-71;-55;25
SV;El Salvador;San Salvador Department;;;SV-SS;;20/04/2020;-74;-53;-72;-67;-66;37
SV;El Salvador;San Salvador Department;;;SV-SS;;21/04/2020;-74;-53;-75;-70;-67;36
SV;El Salvador;San Salvador Department;;;SV-SS;;22/04/2020;-74;-52;-74;-69;-67;36
SV;El Salvador;San Salvador Department;;;SV-SS;;23/04/2020;-74;-52;-75;-69;-67;37
SV;El Salvador;San Salvador Department;;;SV-SS;;24/04/2020;-73;-49;-75;-67;-64;37
SV;El Salvador;San Salvador Department;;;SV-SS;;25/04/2020;-76;-55;-74;-69;-61;31
SV;El Salvador;San Salvador Department;;;SV-SS;;26/04/2020;-79;-61;-78;-68;-53;24
SV;El Salvador;San Salvador Department;;;SV-SS;;27/04/2020;-70;-50;-71;-65;-63;35
SV;El Salvador;San Salvador Department;;;SV-SS;;28/04/2020;-70;-49;-71;-66;-64;30
SV;El Salvador;San Salvador Department;;;SV-SS;;29/04/2020;-69;-47;-67;-65;-63;34
SV;El Salvador;San Salvador Department;;;SV-SS;;30/04/2020;-64;-40;-64;-63;-62;33
SV;El Salvador;San Salvador Department;;;SV-SS;;01/05/2020;-78;-54;-79;-72;-81;43
SV;El Salvador;San Salvador Department;;;SV-SS;;02/05/2020;-71;-48;-69;-64;-58;29
SV;El Salvador;San Salvador Department;;;SV-SS;;03/05/2020;-76;-57;-74;-67;-51;23
SV;El Salvador;San Salvador Department;;;SV-SS;;04/05/2020;-65;-43;-66;-61;-60;33
SV;El Salvador;San Salvador Department;;;SV-SS;;05/05/2020;-67;-43;-67;-63;-62;33
SV;El Salvador;San Salvador Department;;;SV-SS;;06/05/2020;-65;-38;-65;-62;-62;32
SV;El Salvador;San Salvador Department;;;SV-SS;;07/05/2020;-85;-70;-83;-77;-74;40
SV;El Salvador;San Salvador Department;;;SV-SS;;08/05/2020;-86;-70;-84;-80;-71;42
SV;El Salvador;San Salvador Department;;;SV-SS;;09/05/2020;-87;-71;-83;-79;-68;34
SV;El Salvador;San Salvador Department;;;SV-SS;;10/05/2020;-79;-60;-77;-73;-55;22
SV;El Salvador;San Salvador Department;;;SV-SS;;11/05/2020;-80;-58;-79;-75;-70;38
SV;El Salvador;San Salvador Department;;;SV-SS;;12/05/2020;-82;-64;-80;-76;-70;38
SV;El Salvador;San Salvador Department;;;SV-SS;;13/05/2020;-82;-63;-79;-76;-69;38
SV;El Salvador;San Salvador Department;;;SV-SS;;14/05/2020;-78;-52;-77;-74;-69;36
SV;El Salvador;San Salvador Department;;;SV-SS;;15/05/2020;-79;-53;-78;-73;-67;38
SV;El Salvador;San Salvador Department;;;SV-SS;;16/05/2020;-83;-65;-80;-74;-65;33
SV;El Salvador;San Salvador Department;;;SV-SS;;17/05/2020;-83;-65;-79;-73;-55;24
SV;El Salvador;San Salvador Department;;;SV-SS;;18/05/2020;-77;-51;-77;-71;-66;37
SV;El Salvador;San Salvador Department;;;SV-SS;;19/05/2020;-77;-49;-76;-72;-67;36
SV;El Salvador;San Salvador Department;;;SV-SS;;20/05/2020;-78;-55;-76;-72;-68;36
SV;El Salvador;San Salvador Department;;;SV-SS;;21/05/2020;-78;-55;-76;-73;-68;37
SV;El Salvador;San Salvador Department;;;SV-SS;;22/05/2020;-76;-49;-76;-72;-65;37
SV;El Salvador;San Salvador Department;;;SV-SS;;23/05/2020;-80;-56;-76;-72;-61;31
SV;El Salvador;San Salvador Department;;;SV-SS;;24/05/2020;-82;-65;-78;-72;-53;24
SV;El Salvador;San Salvador Department;;;SV-SS;;25/05/2020;-76;-56;-76;-71;-65;36
SV;El Salvador;San Salvador Department;;;SV-SS;;26/05/2020;-74;-47;-73;-71;-65;34
SV;El Salvador;San Salvador Department;;;SV-SS;;27/05/2020;-74;-47;-73;-70;-64;34
SV;El Salvador;San Salvador Department;;;SV-SS;;28/05/2020;-76;-52;-75;-72;-65;35
SV;El Salvador;San Salvador Department;;;SV-SS;;29/05/2020;-76;-51;-76;-71;-62;36
SV;El Salvador;San Salvador Department;;;SV-SS;;30/05/2020;-79;-57;-78;-74;-59;30
SV;El Salvador;San Salvador Department;;;SV-SS;;31/05/2020;-82;-65;-79;-70;-54;20
SV;El Salvador;San Salvador Department;;;SV-SS;;01/06/2020;-76;-57;-78;-73;-69;36
SV;El Salvador;San Salvador Department;;;SV-SS;;02/06/2020;-72;-51;-75;-70;-65;34
SV;El Salvador;San Salvador Department;;;SV-SS;;03/06/2020;-69;-45;-72;-66;-65;33
SV;El Salvador;San Salvador Department;;;SV-SS;;04/06/2020;-71;-45;-75;-70;-66;35
SV;El Salvador;San Salvador Department;;;SV-SS;;05/06/2020;-75;-52;-77;-71;-63;36
SV;El Salvador;San Salvador Department;;;SV-SS;;06/06/2020;-76;-56;-75;-70;-56;30
SV;El Salvador;San Salvador Department;;;SV-SS;;07/06/2020;-74;-51;-71;-66;-43;22
SV;El Salvador;San Salvador Department;;;SV-SS;;08/06/2020;-69;-44;-71;-68;-60;32
SV;El Salvador;San Salvador Department;;;SV-SS;;09/06/2020;-70;-50;-73;-69;-61;33
SV;El Salvador;San Salvador Department;;;SV-SS;;10/06/2020;-70;-49;-71;-69;-60;32
SV;El Salvador;San Salvador Department;;;SV-SS;;11/06/2020;-67;-41;-70;-66;-61;32
SV;El Salvador;San Salvador Department;;;SV-SS;;12/06/2020;-68;-40;-71;-65;-57;32
SV;El Salvador;San Salvador Department;;;SV-SS;;13/06/2020;-73;-52;-71;-65;-50;28
SV;El Salvador;San Salvador Department;;;SV-SS;;14/06/2020;-73;-53;-71;-63;-38;21
SV;El Salvador;San Salvador Department;;;SV-SS;;15/06/2020;-61;-35;-65;-64;-55;29
SV;El Salvador;San Salvador Department;;;SV-SS;;16/06/2020;-53;-27;-61;-59;-54;26
SV;El Salvador;San Salvador Department;;;SV-SS;;17/06/2020;-58;-30;-64;-64;-72;33
SV;El Salvador;San Salvador Department;;;SV-SS;;18/06/2020;-59;-36;-64;-62;-55;28
SV;El Salvador;San Salvador Department;;;SV-SS;;19/06/2020;-57;-30;-64;-60;-53;27
SV;El Salvador;San Salvador Department;;;SV-SS;;20/06/2020;-60;-35;-61;-60;-43;23
SV;El Salvador;San Salvador Department;;;SV-SS;;21/06/2020;-66;-42;-65;-63;-34;19
SV;El Salvador;San Salvador Department;;;SV-SS;;22/06/2020;-53;-29;-60;-58;-54;27
SV;El Salvador;San Salvador Department;;;SV-SS;;23/06/2020;-54;-28;-60;-60;-55;27
SV;El Salvador;San Salvador Department;;;SV-SS;;24/06/2020;-56;-32;-61;-61;-54;27
SV;El Salvador;San Salvador Department;;;SV-SS;;25/06/2020;-55;-27;-62;-58;-54;27
SV;El Salvador;San Salvador Department;;;SV-SS;;26/06/2020;-56;-28;-63;-58;-52;28
SV;El Salvador;San Salvador Department;;;SV-SS;;27/06/2020;-59;-33;-61;-57;-43;23
SV;El Salvador;San Salvador Department;;;SV-SS;;28/06/2020;-64;-40;-65;-60;-35;19
SV;El Salvador;San Salvador Department;;;SV-SS;;29/06/2020;-53;-31;-59;-59;-51;26
SV;El Salvador;San Salvador Department;;;SV-SS;;30/06/2020;-51;-24;-57;-59;-52;26
SV;El Salvador;San Salvador Department;;;SV-SS;;01/07/2020;-52;-25;-56;-60;-53;26
SV;El Salvador;San Salvador Department;;;SV-SS;;02/07/2020;-54;-26;-60;-61;-53;28
SV;El Salvador;San Salvador Department;;;SV-SS;;03/07/2020;-56;-29;-61;-60;-51;28
SV;El Salvador;San Salvador Department;;;SV-SS;;04/07/2020;-58;-32;-57;-58;-42;23
SV;El Salvador;San Salvador Department;;;SV-SS;;05/07/2020;-63;-39;-63;-61;-36;18
SV;El Salvador;San Salvador Department;;;SV-SS;;06/07/2020;-53;-31;-59;-60;-52;27
SV;El Salvador;San Salvador Department;;;SV-SS;;07/07/2020;-54;-29;-58;-59;-53;27
SV;El Salvador;San Salvador Department;;;SV-SS;;08/07/2020;-56;-33;-59;-61;-53;27
SV;El Salvador;San Salvador Department;;;SV-SS;;09/07/2020;-56;-34;-61;-62;-53;28
SV;El Salvador;San Salvador Department;;;SV-SS;;10/07/2020;-59;-37;-64;-61;-52;29
SV;El Salvador;San Salvador Department;;;SV-SS;;11/07/2020;-57;-32;-57;-56;-40;22
SV;El Salvador;San Salvador Department;;;SV-SS;;12/07/2020;-63;-41;-62;-59;-35;18
SV;El Salvador;San Salvador Department;;;SV-SS;;13/07/2020;-53;-32;-59;-59;-51;26
SV;El Salvador;San Salvador Department;;;SV-SS;;14/07/2020;-52;-28;-58;-58;-52;26
SV;El Salvador;San Salvador Department;;;SV-SS;;15/07/2020;-52;-25;-55;-59;-51;26
SV;El Salvador;San Salvador Department;;;SV-SS;;16/07/2020;-51;-21;-57;-58;-51;26
SV;El Salvador;San Salvador Department;;;SV-SS;;17/07/2020;-53;-23;-56;-57;-49;26
SV;El Salvador;San Salvador Department;;;SV-SS;;18/07/2020;-54;-27;-52;-54;-38;21
SV;El Salvador;San Salvador Department;;;SV-SS;;19/07/2020;-60;-35;-58;-57;-33;17
SV;El Salvador;San Salvador Department;;;SV-SS;;20/07/2020;-52;-29;-57;-57;-50;25
SV;El Salvador;San Salvador Department;;;SV-SS;;21/07/2020;-52;-28;-56;-58;-51;26
SV;El Salvador;San Salvador Department;;;SV-SS;;22/07/2020;-53;-28;-54;-58;-50;25
SV;El Salvador;San Salvador Department;;;SV-SS;;23/07/2020;-52;-27;-54;-57;-50;26
SV;El Salvador;San Salvador Department;;;SV-SS;;24/07/2020;-53;-24;-55;-56;-47;26
SV;El Salvador;San Salvador Department;;;SV-SS;;25/07/2020;-53;-27;-51;-55;-36;20
SV;El Salvador;San Salvador Department;;;SV-SS;;26/07/2020;-59;-37;-54;-56;-32;16
SV;El Salvador;San Salvador Department;;;SV-SS;;27/07/2020;-50;-28;-49;-57;-48;24
SV;El Salvador;San Salvador Department;;;SV-SS;;28/07/2020;-52;-30;-54;-59;-50;25
SV;El Salvador;San Salvador Department;;;SV-SS;;29/07/2020;-50;-25;-51;-58;-49;24
SV;El Salvador;San Salvador Department;;;SV-SS;;30/07/2020;-49;-22;-51;-58;-49;24
SV;El Salvador;San Salvador Department;;;SV-SS;;31/07/2020;-47;-16;-47;-53;-45;23
SV;El Salvador;San Salvador Department;;;SV-SS;;01/08/2020;-47;-19;-42;-51;-34;18
SV;El Salvador;San Salvador Department;;;SV-SS;;02/08/2020;-54;-29;-50;-52;-28;14
SV;El Salvador;San Salvador Department;;;SV-SS;;03/08/2020;-47;-22;-52;-57;-58;26
SV;El Salvador;San Salvador Department;;;SV-SS;;04/08/2020;-48;-22;-52;-59;-61;26
SV;El Salvador;San Salvador Department;;;SV-SS;;05/08/2020;-59;-33;-59;-66;-69;30
SV;El Salvador;San Salvador Department;;;SV-SS;;06/08/2020;-66;-42;-66;-70;-75;33
SV;El Salvador;San Salvador Department;;;SV-SS;;07/08/2020;-54;-24;-57;-58;-55;26
SV;El Salvador;San Salvador Department;;;SV-SS;;08/08/2020;-56;-31;-52;-57;-40;20
SV;El Salvador;San Salvador Department;;;SV-SS;;09/08/2020;-60;-41;-55;-59;-31;15
SV;El Salvador;San Salvador Department;;;SV-SS;;10/08/2020;-49;-29;-50;-57;-47;22
